t,ia,ib,ic
46.099999999983304,-3.83213289117387,-45.1100516010314,48.9421844922052
46.1009999999833,11.0136981362666,-51.443103377080796,40.429405240814205
46.1019999999833,28.767757784564,-55.0232840598893,26.255526275325302
46.102999999983304,42.1496126660372,-51.292802155550795,9.143189489513631
46.1039999999833,50.1062300172799,-43.5982548914794,-6.50797512580051
46.10499999998321,53.833602982051,-31.8586400955868,-21.9749628864641
46.105999999983204,53.2575771069715,-14.7105081785782,-38.547068928393294
46.10699999998321,47.4799471925776,0.6802950960633171,-48.1602422886409
46.10799999998321,35.821700153458295,17.449028731754503,-53.270728885212705
46.108999999983205,20.0692895452929,33.7361922274725,-53.8054817727654
46.10999999998321,4.002722509208629,45.339302484013096,-49.342024993221706
46.11099999998321,-11.1067038571928,51.9933566165357,-40.8866527593429
46.111999999983205,-28.726434950030498,54.51658663524879,-25.790151685218397
46.1129999999832,-42.0691999144035,51.143371252418795,-9.074171338015232
46.11399999998321,-49.9784815045294,43.703940087472105,6.2745414170573195
46.114999999983205,-54.08597577451079,32.044737895012105,22.041237879498603
46.1159999999832,-53.5543091470335,14.719283627433601,38.8350255196
46.11699999998321,-46.47436203308539,-1.4724252962159101,47.9467873293013
46.117999999983205,-36.300576579704206,-16.806838561404902,53.1074151411092
46.1189999999832,-20.5117643401112,-33.8339864643531,54.34575080446421
46.11999999998321,-3.8344140073616497,-45.3127332786123,49.147147285974
46.120999999983205,11.221915783723901,-51.9149962657925,40.6930804820686
46.1219999999832,28.7239545386797,-54.4411194609467,25.717164922267
46.12299999998321,41.9821335786148,-51.281690649847405,9.299557071232561
46.123999999983205,50.1388659863501,-43.8579387405524,-6.28092724579771
46.1249999999832,54.1038499686518,-31.845844805743,-22.258005162908802
46.12599999998321,53.392145803895104,-14.5988973854539,-38.7932484184412
46.126999999983205,46.434916857786504,1.38526043199034,-47.8201772897769
46.1279999999832,36.5068498641444,16.708933337739502,-53.215783201883895
46.12899999998321,20.3961318308172,33.9968454762573,-54.3929773070746
46.129999999983205,4.302997089657669,45.3301661856678,-49.6331632753255
46.1309999999832,-11.5035219258264,51.6816382584018,-40.1781163325754
46.13199999998321,-28.7258170813171,54.51705198428571,-25.7912349029686
46.132999999983205,-42.123564613362106,51.41674675990829,-9.293182146546169
46.1339999999832,-50.244604594655705,44.4273652879436,5.817239306712049
46.13499999998321,-54.037828587593204,31.0918697365781,22.9459588510151
46.135999999983206,-52.952193026653006,14.515707904330199,38.4364851223228
46.1369999999832,-46.81281977491611,-1.28453719592526,48.097356970841396
46.13799999998321,-36.665898156680605,-16.701769729639498,53.367667886320106
46.138999999983206,-20.211673038004196,-34.0686747010535,54.2803477390577
46.1399999999832,-3.7740621928986604,-45.164300122309506,48.9383623152081
46.14099999998321,10.9822265742919,-51.358804480087,40.3765779057951
46.141999999983206,28.722839490087104,-55.010511079572105,26.287671589485
46.1429999999832,42.1565377970748,-51.324775395850494,9.168237598775669
46.14399999998321,50.1030769417317,-44.3037417750074,-5.799335166724339
46.144999999983206,53.9121631804073,-31.2230342147438,-22.6891289656635
46.145999999983204,53.1711622856834,-14.6402946124485,-38.530867673234894
46.14699999998321,47.50462693995999,0.6765615344037551,-48.18118847436379
46.1479999999831,35.8874880343987,17.383162695740303,-53.270650730138904
46.148999999983104,19.958589077916997,33.863150168075,-53.821739245992
46.1499999999831,4.01783831177088,45.311447357468204,-49.329285669239
46.1509999999831,-11.0279707824535,51.90365262579311,-40.8756818433396
46.151999999983104,-28.7390514951957,54.6317497949339,-25.892698299738196
46.1529999999831,-42.1066861010493,51.1519880110899,-9.04530191004068
46.1539999999831,-50.0667129019648,43.7072662996037,6.35944660236107
46.154999999983104,-53.972227434984795,31.9602609938935,22.0119664410913
46.1559999999831,-53.5919801140666,14.7767110700479,38.815269044018706
46.1569999999831,-46.5025502201518,-1.4870234621528997,47.98957368230471
46.1579999999831,-36.3012312455846,-16.8040408519831,53.1052720975677
46.1589999999831,-20.276797590315898,-33.6675228152804,53.9443204055962
46.1599999999831,-3.95693206955809,-45.4536735319989,49.410605601556995
46.1609999999831,11.1430839181233,-51.960577304644296,40.817493386521
46.1619999999831,28.6722111445389,-54.408478159590594,25.736267015051602
46.1629999999831,42.054536037828996,-51.2523736144893,9.1978375766603
46.1639999999831,50.08759351904921,-43.835092238281206,-6.252501280768
46.1649999999831,54.103625194016296,-31.957785780865102,-22.145839413151197
46.1659999999831,53.4655340516823,-14.594417999505401,-38.8711160521769
46.1669999999831,46.3943237063607,1.4451276725285,-47.83945137888921
46.1679999999831,36.4538380408126,16.695964796698803,-53.1498028375115
