t,ia,ib,ic
27.1000000000101,-4.225293586814661,-45.1039173370357,49.329210923850404
27.1010000000101,11.1795378448941,-51.7573174811585,40.5777796362644
27.1020000000101,28.64887564646,-54.486037792035596,25.8371621455757
27.1030000000101,42.1097533299138,-51.3734303195048,9.26367698959091
27.1040000000101,50.2399671201581,-44.452913704656,-5.78705341550216
27.1050000000101,53.9296379766574,-31.1272623881321,-22.8023755885252
27.1060000000101,52.43154792696,-15.015586626386302,-37.4159613005737
27.1070000000101,46.68999947865851,1.02801264850975,-47.71801212716829
27.1080000000101,36.7218386262822,16.780463327731,-53.5023019540131
27.1090000000101,20.6340696657582,34.5547597242856,-55.18882939004379
27.1100000000102,3.8486755154187797,45.3678985499636,-49.2165740653823
27.1110000000102,-10.9099479800353,51.3178715954172,-40.4079236153819
27.112000000010198,-28.507840882040895,54.6911434664028,-26.1833025843618
27.1130000000102,-41.6777060914365,50.455784537716895,-8.778078446280379
27.1140000000102,-50.119845565883296,43.342382495220896,6.777463070662369
27.1150000000102,-53.967343783025505,32.1256780262788,21.841665756746696
27.1160000000102,-53.840187326665,15.627910213034301,38.212277113630705
27.1170000000102,-46.6569634256805,-1.26426931578173,47.921232741462205
27.1180000000102,-36.4719734948805,-16.632513212646302,53.1044867075267
27.1190000000102,-19.999313983325102,-33.7329834056082,53.7322973889333
27.1200000000102,-4.09601483984654,-45.2820997053312,49.37811454517771
27.1210000000102,10.932155052328,-51.8118921419722,40.8797370896442
27.1220000000102,28.407314971073603,-54.5025374898814,26.0952225188077
27.1230000000102,42.485802835669205,-51.763656800083396,9.2778539644142
27.1240000000102,49.6137341627859,-43.6184170048428,-5.995317157943081
27.1250000000102,54.342590847711804,-31.619918605840997,-22.7226722418708
27.1260000000102,53.4093766846056,-14.940988143984098,-38.4683885406214
27.1270000000102,46.046363205426296,0.9398431322968149,-46.986206337723104
27.1280000000102,36.1513586131221,16.8163903848709,-52.967748997993
27.1290000000102,20.533461711788398,33.923534271415704,-54.4569959832042
27.1300000000102,4.89514620482244,45.7802831608443,-50.6754293656667
27.1310000000102,-11.432767785483401,51.993928528979204,-40.5611607434958
27.1320000000102,-28.8805927271531,54.4525657068099,-25.571972979656895
27.1330000000102,-41.8203192178125,51.0434079564369,-9.22308873862438
27.1340000000102,-49.485507575188294,42.794554277687794,6.69095329750053
27.135000000010198,-54.3539825611952,31.677100195668203,22.676882365527
27.1360000000102,-53.681433384822704,15.4816466459091,38.1997867389136
27.1370000000102,-46.6591678300534,-0.863517663481616,47.522685493535
27.138000000010198,-36.472237735698,-16.5301471834688,53.00238491916679
27.1390000000102,-20.3826341301627,-33.994698354067104,54.3773324842298
27.1400000000102,-4.38354517668607,-45.344929531975204,49.7284747086612
27.141000000010198,11.449690542354801,-51.3649512482337,39.9152607058789
27.1420000000102,27.864843598933202,-54.0516370778835,26.1867934789503
27.1430000000102,42.501594898152796,-52.29444964448749,9.792854746334731
27.144000000010198,50.539357178128604,-44.4501004682621,-6.0892567098665
27.1450000000102,54.3537278560521,-30.9165012874055,-23.437226568646604
27.1460000000102,52.873994289261894,-14.50398196941,-38.3700123198519
27.1470000000102,47.1584816389205,0.120696061508596,-47.27917770042911
27.1480000000102,35.6925023640479,16.3232477276063,-52.015750091654205
27.1490000000102,19.9649348906664,34.5076175888932,-54.472552479559496
27.1500000000102,4.12960391423398,45.9094402645467,-50.0390441787807
27.1510000000102,-10.9364952923284,51.59796641635101,-40.661471124022604
27.1520000000102,-28.1412154014648,54.783930859937804,-26.642715458473102
27.1530000000102,-42.319621918482206,51.7371173451472,-9.41749542666499
27.1540000000102,-49.6567161587583,42.7464566555234,6.910259503234941
27.1550000000102,-53.728594636805404,31.302478638919503,22.4261159978859
27.1560000000102,-53.6908302775274,15.432361202177901,38.258469075349396
27.1570000000102,-47.14737782712051,-0.328938334872539,47.476316161993
27.1580000000102,-36.2725043307185,-17.2113654762205,53.483869806939104
27.1590000000102,-19.944661005719603,-33.9238456567769,53.8685066624965
27.1600000000102,-3.9783601266196205,-45.2825321644349,49.260892291054496
27.1610000000102,11.1886698523088,-51.564501263698396,40.375831411389605
27.1620000000102,27.6505386372902,-54.4086511630505,26.758112525760303
27.1630000000102,41.793024082565,-51.6324421157409,9.83941803317589
27.1640000000102,50.6168728712236,-44.3558143442099,-6.26105852701367
27.1650000000102,54.40795431373711,-31.2373617220358,-23.170592591701304
27.1660000000102,53.65196616981879,-14.856522526821198,-38.795443642997604
27.167000000010198,47.1451626249093,0.6869333738010011,-47.8320959987103
27.1680000000102,35.3094133355956,17.0334461066304,-52.342859442225894
27.1690000000102,19.8803772216289,33.5268984655574,-53.40727568718639
27.170000000010198,4.10498673046967,45.532835185673704,-49.637821916143295
27.1710000000102,-10.800828007819199,52.4010471916224,-41.6002191838033
27.1720000000102,-28.466538336587895,54.5344065584124,-26.067868221824497
27.173000000010198,-42.0210387114249,51.142669295922005,-9.12163058449718
27.1740000000102,-49.914647466477,44.1939481120592,5.720699354417841
27.1750000000102,-53.909907056083796,30.8101242849441,23.099782771139697
27.176000000010198,-53.589315651753594,15.1277029235651,38.4616127281885
27.1770000000102,-46.779736761367,-0.6944518757392121,47.4741886371062
27.1780000000102,-36.2749139693681,-16.9136400116235,53.1885539809916
27.1790000000102,-20.2206179147117,-33.8671187015538,54.087736616265495
27.1800000000102,-4.37621045424111,-45.55484735048451,49.9310578047256
27.1810000000102,11.452390985692402,-51.7463610379633,40.2939700522709
27.1820000000102,27.5037081445495,-53.529143557202396,26.025435412653
27.1830000000102,41.8697656057039,-51.509740645248,9.639975039544069
27.1840000000102,50.4420076333793,-44.0916270858267,-6.3503805475526
27.1850000000102,54.973222173547605,-32.056644135792496,-22.916578037755198
27.1860000000102,53.166645221016594,-14.5415976588511,-38.6250475621655
27.1870000000102,46.7912825098252,1.21910305421456,-48.01038556403971
27.1880000000102,36.4675235651761,16.4343940375852,-52.901917602761294
27.1890000000102,19.7961729335976,33.2764674824263,-53.072640416023795
27.1900000000102,3.5809429772968597,45.536649123002206,-49.117592100299
27.1910000000102,-11.0667566692342,51.6432883430554,-40.5765316738211
27.1920000000103,-27.7488012432049,54.922802619676105,-27.1740013764712
27.1930000000103,-42.266248890615,52.0092109265242,-9.74296203590918
27.1940000000103,-50.006083431837304,44.0704817238684,5.9356017079688606
27.1950000000103,-53.83166320687389,30.891279444642,22.9403837622319
27.1960000000103,-52.9614444406572,14.5069812329602,38.454463207696904
27.1970000000103,-47.133355647239895,-0.689901371234708,47.8232570184746
27.1980000000103,-36.464006774074,-16.9987250619909,53.462731836064904
27.1990000000103,-20.1608006815809,-34.162099842787,54.322900524368
27.2000000000103,-3.7907209958285497,-45.100736390242794,48.8914573860713
27.2010000000103,11.0214298107383,-51.4113355802734,40.389905769535105
27.2020000000103,28.045797402037696,-54.6288790083436,26.5830816063058
27.2030000000103,41.295545734461896,-50.890157610405595,9.594611875943679
27.2040000000103,49.9045519825445,-43.6140039407986,-6.290548041745829
27.2050000000103,54.62895213950729,-32.095158160661605,-22.5337939788457
27.2060000000103,54.140017854990006,-15.171300671561598,-38.9687171834285
27.2070000000103,47.428444138299795,0.623892013624532,-48.052336151924294
27.2080000000103,35.731812345352104,17.4500750146069,-53.1818873599591
27.2090000000103,19.7598773147478,33.4309015517629,-53.190778866510705
27.2100000000103,3.70715588227673,44.9774140356845,-48.684569917961205
27.2110000000103,-11.2651103728566,52.0889956993637,-40.8238853265071
27.2120000000103,-28.185426772736,54.7882308249998,-26.6028040522638
27.2130000000103,-41.932756473737705,51.3367874238494,-9.40403095011168
27.214000000010298,-49.90489293552321,43.68560864891371,6.21928428660944
27.2150000000103,-53.913133270987,32.0920129007556,21.821120370231398
27.2160000000103,-53.5294829802927,14.7008752056206,38.8286077746721
27.217000000010298,-46.5691686217128,-1.23906800204382,47.8082366237566
27.2180000000103,-36.367313500487,-16.6721640861225,53.0394775866094
27.2190000000103,-20.531287980899002,-33.813802470504996,54.345090451404
27.220000000010298,-3.71788055240377,-45.5137023763758,49.2315829287796
27.2210000000103,11.217245518616199,-51.914258137509,40.6970126188928
27.2220000000103,28.633655309180302,-54.3755689839079,25.741913674727602
27.2230000000103,41.159587545392796,-50.8654136763684,9.70582613097563
27.2240000000103,49.628074347102206,-43.650684962803,-5.97738938429916
27.2250000000103,54.09228761645,-31.7641962561969,-22.3280913602531
27.2260000000103,54.244594624715006,-15.0523325263341,-39.1922620983809
27.2270000000103,46.836363578822,1.1966837297581798,-48.0330473085801
27.2280000000103,36.6113624553173,16.5922189775124,-53.2035814328297
27.2290000000103,20.351837921819197,33.9086680869702,-54.2605060087893
27.2300000000103,3.21982590853117,44.977006384263106,-48.1968322927943
27.2310000000103,-11.4242802289027,51.5652111771965,-40.14093094829379
27.2320000000103,-28.0270204486178,54.385758954262705,-26.3587385056448
27.2330000000103,-41.961081283241704,52.353345707896004,-10.3922644246543
27.2340000000103,-49.7661219421432,43.893714722922105,5.87240721922107
27.2350000000103,-54.159229430499295,31.2811023763699,22.8781270541293
27.2360000000103,-52.917617447191496,14.536032642321999,38.3815848048695
27.2370000000103,-46.824026561508,-1.2481356173597098,48.0721621788677
27.2380000000103,-36.7801553724499,-16.4541593060131,53.234314678463
27.2390000000103,-20.6437469304162,-33.318634246245395,53.96238117666161
27.2400000000103,-3.59143073726185,-45.743873052690404,49.3353037899523
27.2410000000103,10.927933186935999,-51.434249352524795,40.5063161655889
27.2420000000103,29.125224017537104,-55.2580020879525,26.132778070415398
27.2430000000103,42.032449020087206,-51.6317702637831,9.59932124369593
27.2440000000103,48.708362121175696,-43.005669985606296,-5.70269213556944
27.2450000000103,53.8749611669045,-31.3481730071141,-22.526788159790396
27.246000000010298,53.434734983613794,-14.8787576369538,-38.55597734666
27.2470000000103,48.33836620739079,0.28644789903910195,-48.6248141064299
27.2480000000103,36.1260469037951,17.2309492988179,-53.356996202613004
27.249000000010298,19.9960039066953,33.7603200544655,-53.75632396116071
27.2500000000103,4.28332246417888,45.252235431037796,-49.5355578952166
27.2510000000103,-11.867131564347801,51.2026530049971,-39.335521440649295
27.252000000010298,-28.7017350843507,54.8381775245685,-26.136442440217902
27.2530000000103,-41.7250437475119,51.4834049910341,-9.75836124352222
27.2540000000103,-49.5970913325233,44.1441762372352,5.452915095288099
27.2550000000103,-54.1434268681427,31.7322792139347,22.411147654208
27.2560000000103,-53.531522308853596,14.7122089236456,38.819313385208
27.2570000000103,-46.485668745710704,-1.47247984355106,47.958148589261796
27.2580000000103,-36.4662858911024,-16.454083992994498,52.92036988409679
27.2590000000103,-20.8973188926995,-32.5522642593743,53.4495831520739
27.2600000000103,-4.62153877069256,-45.7139087652245,50.3354475359171
27.2610000000103,12.0882005266377,-52.726896580326205,40.638696053688506
27.2620000000103,29.307328252697,-54.8038799160621,25.496551663365103
27.2630000000103,41.8524279635867,-51.157185019031495,9.304757055444849
27.2640000000103,49.6550396127221,-44.2984712059275,-5.35656840679466
27.2650000000103,53.3023550976712,-30.88287296459,-22.419482133081104
27.2660000000103,52.9242571433508,-14.319627849727302,-38.6046292936235
27.2670000000103,47.1918390950773,1.11846891934746,-48.3103080144248
27.2680000000103,36.8685704202671,15.9873576637467,-52.855928084013904
27.2690000000103,20.8478380209241,34.097272933625604,-54.945110954549705
27.2700000000103,4.23579178914785,45.337394036564206,-49.5731858257121
27.2710000000103,-11.738050320267801,51.51197559599879,-39.773925275731
27.2720000000103,-28.5380730000309,54.13209229925779,-25.5940192992269
27.2730000000103,-41.9678187558849,52.2147699109227,-10.2469511550378
27.2740000000104,-50.0496387004922,44.2370318838969,5.81260681659538
27.2750000000104,-54.10102441284079,31.024695462682,23.076328950158896
27.2760000000104,-53.22034381892821,14.615809410506499,38.6045344084217
27.2770000000104,-46.542976910046704,-1.32385426244021,47.8668311724869
27.2780000000104,-36.656604190970796,-16.5622958919029,53.21890008287371
27.2790000000104,-20.748036998939398,-33.0620583038131,53.8100953027525
27.2800000000104,-4.02711229155694,-44.8539654084059,48.8810776999629
